Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,43,43,180.0,225.9189488371238,126.35320000026695,358.1343999994715,166.0,6.30965061121775,6.30965061121775,180,290,300,300,330,350,360,360,360,360,360
,Aggregated,43,43,180.0,225.9189488371238,126.35320000026695,358.1343999994715,166.0,6.30965061121775,6.30965061121775,180,290,300,300,330,350,360,360,360,360,360
